165, 1000164, -75, 58
166, 1000165, -79, 1
167, 1000166, -32, 157
168, 1000167, -84, 54
169, 1000168, -84, 241
170, 1000169, -62, 139
171, 1000170, -74, 178
172, 1000171, -66, 96
173, 1000172, -100, 116
174, 1000173, -75, 188
175, 1000174, -75, 214
176, 1000175, -50, 94
177, 1000176, -96, 185
178, 1000177, -43, 166
179, 1000178, -42, 70
180, 1000179, -38, 60
181, 1000180, -48, 197
182, 1000181, -81, 231
183, 1000182, -40, 210
184, 1000183, -48, 181
185, 1000184, -60, 80
186, 1000185, -66, 176
187, 1000186, -57, 207
188, 1000187, -54, 234
189, 1000188, -45, 42
190, 1000189, -66, 97
191, 1000190, -37, 24
192, 1000191, -75, 163
193, 1000192, -90, 42
194, 1000193, -63, 183
195, 1000194, -63, 174
196, 1000195, -66, 199
197, 1000196, -94, 131
198, 1000197, -54, 206
199, 1000198, -92, 198
200, 1000199, -80, 77
201, 1000200, -67, 13
202, 1000201, -39, 135
203, 1000202, -96, 181
204, 1000203, -89, 190
205, 1000204, -33, 40
206, 1000205, -42, 193
207, 1000206, -99, 226
208, 1000207, -82, 26
209, 1000208, -55, 106
210, 1000209, -36, 105
211, 1000210, -71, 45
212, 1000211, -59, 218
213, 1000212, -81, 153
214, 1000213, -66, 68
215, 1000214, -68, 42
216, 1000215, -74, 149
217, 1000216, -54, 142
218, 1000217, -43, 74
219, 1000218, -52, 34
220, 1000219, -51, 244
221, 1000220, -56, 162
222, 1000221, -48, 175
223, 1000222, -76, 84
224, 1000223, -93, 196
225, 1000224, -86, 208
226, 1000225, -100, 236
227, 1000226, -31, 77
228, 1000227, -82, 158
229, 1000228, -50, 22
230, 1000229, -41, 36
231, 1000230, -46, 240
232, 1000231, -81, 67
233, 1000232, -84, 168
234, 1000233, -36, 207
235, 1000234, -79, 124
236, 1000235, -31, 107
237, 1000236, -86, 175
238, 1000237, -99, 150
239, 1000238, -38, 14
240, 1000239, -55, 176
241, 1000240, -31, 133
242, 1000241, -59, 206
243, 1000242, -96, 211
244, 1000243, -66, 249
245, 1000244, -47, 184
246, 1000245, -45, 85
247, 1000246, -97, 128
248, 1000247, -46, 233
249, 1000248, -61, 67
250, 1000249, -84, 176
251, 1000250, -70, 246
252, 1000251, -95, 113
253, 1000252, -65, 239
254, 1000253, -61, 158
255, 1000254, -31, 96
256, 1000255, -32, 252
257, 1000256, -60, 70
258, 1000257, -66, 41
259, 1000258, -66, 167
260, 1000259, -41, 95
261, 1000260, -34, 174
262, 1000261, -56, 14
263, 1000262, -83, 249
264, 1000263, -37, 116
265, 1000264, -62, 143
266, 1000265, -77, 147
267, 1000266, -92, 180
268, 1000267, -57, 93
269, 1000268, -53, 3
270, 1000269, -91, 38
271, 1000270, -75, 196
272, 1000271, -72, 62
273, 1000272, -40, 187
274, 1000273, -77, 210
275, 1000274, -56, 113
276, 1000275, -44, 171
277, 1000276, -48, 75
278, 1000277, -74, 45
279, 1000278, -76, 49
280, 1000279, -81, 34
281, 1000280, -98, 117
282, 1000281, -95, 14
283, 1000282, -45, 234
284, 1000283, -49, 206
285, 1000284, -85, 28
286, 1000285, -32, 6
287, 1000286, -30, 201
288, 1000287, -41, 146
289, 1000288, -64, 187
290, 1000289, -48, 173
291, 1000290, -97, 75
292, 1000291, -91, 207
293, 1000292, -71, 199
294, 1000293, -58, 53
295, 1000294, -79, 150
296, 1000295, -100, 65
297, 1000296, -86, 83
298, 1000297, -59, 73
299, 1000298, -68, 65
300, 1000299, -60, 36
301, 1000300, -91, 10
302, 1000301, -52, 98
303, 1000302, -34, 23
304, 1000303, -77, 242
305, 1000304, -43, 200
306, 1000305, -97, 136
307, 1000306, -53, 207
308, 1000307, -45, 184
309, 1000308, -75, 164
310, 1000309, -98, 160
311, 1000310, -58, 119
312, 1000311, -39, 176
313, 1000312, -79, 192
314, 1000313, -66, 242
315, 1000314, -57, 115
316, 1000315, -37, 114
317, 1000316, -36, 142
318, 1000317, -97, 112
319, 1000318, -64, 154
320, 1000319, -50, 51
321, 1000320, -93, 110
322, 1000321, -54, 125
323, 1000322, -72, 34
324, 1000323, -75, 33
325, 1000324, -65, 195
326, 1000325, -90, 100
327, 1000326, -31, 139
328, 1000327, -45, 174
329, 1000328, -97, 196
330, 1000329, -95, 225
331, 1000330, -48, 222
332, 1000331, -38, 50
333, 1000332, -58, 62
334, 1000333, -41, 4
335, 1000334, -59, 89
336, 1000335, -69, 124
337, 1000336, -67, 189
338, 1000337, -85, 128
339, 1000338, -57, 186
340, 1000339, -85, 188
341, 1000340, -79, 91
342, 1000341, -40, 168
343, 1000342, -40, 193
344, 1000343, -42, 31
345, 1000344, -81, 172
346, 1000345, -86, 95
347, 1000346, -33, 212
348, 1000347, -31, 139
349, 1000348, -95, 87
350, 1000349, -43, 236
351, 1000350, -78, 81
352, 1000351, -84, 124
353, 1000352, -87, 226
354, 1000353, -67, 119
355, 1000354, -74, 233
356, 1000355, -96, 246
357, 1000356, -49, 201
358, 1000357, -43, 9
359, 1000358, -77, 181
360, 1000359, -79, 94
361, 1000360, -90, 232
362, 1000361, -47, 201
363, 1000362, -72, 148
364, 1000363, -86, 134
365, 1000364, -40, 46
366, 1000365, -49, 131
367, 1000366, -89, 72
368, 1000367, -90, 107
369, 1000368, -48, 18
370, 1000369, -71, 116
371, 1000370, -92, 56
372, 1000371, -39, 117
373, 1000372, -35, 103
374, 1000373, -45, 144
375, 1000374, -57, 203
376, 1000375, -69, 31
377, 1000376, -43, 69
378, 1000377, -41, 169
379, 1000378, -59, 2
380, 1000379, -98, 82
381, 1000380, -59, 58
382, 1000381, -44, 124
383, 1000382, -84, 96
384, 1000383, -31, 22
385, 1000384, -63, 97
386, 1000385, -54, 15
387, 1000386, -99, 147
388, 1000387, -40, 131
389, 1000388, -45, 172
390, 1000389, -76, 157
391, 1000390, -71, 187
392, 1000391, -69, 87
393, 1000392, -69, 209
394, 1000393, -47, 63
395, 1000394, -32, 214
396, 1000395, -71, 128
397, 1000396, -33, 167
398, 1000397, -100, 80
399, 1000398, -66, 85
400, 1000399, -59, 218
401, 1000400, -39, 18
402, 1000401, -100, 176
403, 1000402, -91, 51
404, 1000403, -68, 124
405, 1000404, -62, 133
406, 1000405, -51, 226
407, 1000406, -77, 194
408, 1000407, -61, 189
409, 1000408, -47, 3
410, 1000409, -39, 20
411, 1000410, -83, 161
412, 1000411, -61, 16
413, 1000412, -82, 225
414, 1000413, -30, 101
415, 1000414, -92, 102
416, 1000415, -84, 50
417, 1000416, -55, 226
418, 1000417, -32, 97
419, 1000418, -39, 227
420, 1000419, -33, 184
421, 1000420, -33, 245
422, 1000421, -32, 72
423, 1000422, -55, 228
424, 1000423, -89, 101
425, 1000424, -96, 251
426, 1000425, -79, 75
427, 1000426, -46, 18
428, 1000427, -79, 121
429, 1000428, -37, 147
430, 1000429, -45, 178
431, 1000430, -42, 147
432, 1000431, -83, 135
433, 1000432, -45, 148
434, 1000433, -45, 137
435, 1000434, -47, 244
436, 1000435, -76, 4
437, 1000436, -70, 135
438, 1000437, -48, 80
439, 1000438, -67, 254
440, 1000439, -88, 223
441, 1000440, -41, 44
442, 1000441, -32, 60
443, 1000442, -35, 83
444, 1000443, -84, 214
445, 1000444, -87, 20
446, 1000445, -43, 65
447, 1000446, -77, 251
448, 1000447, -34, 252
449, 1000448, -35, 63
450, 1000449, -33, 123
451, 1000450, -76, 252
452, 1000451, -45, 135
453, 1000452, -46, 146
454, 1000453, -99, 86
455, 1000454, -91, 37
456, 1000455, -53, 30
457, 1000456, -59, 245
458, 1000457, -89, 54
459, 1000458, -38, 114
460, 1000459, -93, 40
461, 1000460, -76, 236
462, 1000461, -100, 223
463, 1000462, -49, 142
464, 1000463, -47, 51
465, 1000464, -67, 233
466, 1000465, -62, 190
467, 1000466, -96, 238
468, 1000467, -99, 139
469, 1000468, -89, 206
470, 1000469, -57, 234
471, 1000470, -33, 225
472, 1000471, -63, 240
473, 1000472, -36, 213
474, 1000473, -54, 128
475, 1000474, -44, 130
476, 1000475, -46, 99
477, 1000476, -70, 62
478, 1000477, -50, 47
479, 1000478, -90, 51
480, 1000479, -88, 0
481, 1000480, -54, 153
482, 1000481, -79, 232
483, 1000482, -62, 133
484, 1000483, -30, 254
485, 1000484, -90, 101
486, 1000485, -92, 30
487, 1000486, -65, 6
488, 1000487, -75, 212
489, 1000488, -85, 10
490, 1000489, -47, 146
491, 1000490, -68, 200
492, 1000491, -52, 160
493, 1000492, -60, 99
494, 1000493, -88, 150
495, 1000494, -34, 192
496, 1000495, -64, 22
497, 1000496, -75, 16
498, 1000497, -94, 127
499, 1000498, -89, 90
500, 1000499, -94, 231
501, 1000500, -32, 106
502, 1000501, -78, 119
503, 1000502, -91, 178
504, 1000503, -59, 166
505, 1000504, -93, 3
506, 1000505, -66, 163
507, 1000506, -43, 83
508, 1000507, -35, 35
509, 1000508, -53, 245
510, 1000509, -36, 40
511, 1000510, -96, 110
512, 1000511, -81, 58
513, 1000512, -32, 149
514, 1000513, -53, 166
515, 1000514, -91, 16
516, 1000515, -31, 10
517, 1000516, -75, 9
518, 1000517, -89, 194
519, 1000518, -38, 83
520, 1000519, -99, 192
521, 1000520, -41, 143
522, 1000521, -78, 187
523, 1000522, -54, 158
524, 1000523, -66, 85
525, 1000524, -40, 93
526, 1000525, -92, 211
527, 1000526, -62, 224
528, 1000527, -90, 122
529, 1000528, -50, 171
530, 1000529, -56, 80
531, 1000530, -91, 115
532, 1000531, -79, 176
533, 1000532, -80, 200
534, 1000533, -49, 157
535, 1000534, -44, 11
536, 1000535, -94, 85
537, 1000536, -36, 249
538, 1000537, -78, 28
539, 1000538, -84, 228
540, 1000539, -59, 25
541, 1000540, -81, 21
542, 1000541, -55, 147
543, 1000542, -34, 34
544, 1000543, -55, 96
545, 1000544, -36, 101
546, 1000545, -81, 31
547, 1000546, -73, 124
548, 1000547, -53, 212
549, 1000548, -99, 148
550, 1000549, -47, 131
551, 1000550, -80, 180
552, 1000551, -40, 98
553, 1000552, -82, 106
554, 1000553, -85, 38
555, 1000554, -81, 171
556, 1000555, -76, 145
557, 1000556, -52, 99
558, 1000557, -60, 94
559, 1000558, -59, 2
560, 1000559, -73, 126
561, 1000560, -76, 48
562, 1000561, -49, 225
563, 1000562, -73, 56
564, 1000563, -51, 173
565, 1000564, -83, 5
566, 1000565, -70, 205
567, 1000566, -73, 4
568, 1000567, -58, 224
569, 1000568, -82, 109
570, 1000569, -81, 47
571, 1000570, -71, 19
572, 1000571, -90, 75
573, 1000572, -67, 101
574, 1000573, -38, 132
575, 1000574, -54, 66
576, 1000575, -85, 166
577, 1000576, -73, 253
578, 1000577, -93, 99
579, 1000578, -52, 102
580, 1000579, -97, 76
581, 1000580, -95, 28
582, 1000581, -47, 150
583, 1000582, -81, 216
584, 1000583, -96, 178
585, 1000584, -47, 188
586, 1000585, -53, 224
587, 1000586, -89, 184
588, 1000587, -44, 124
589, 1000588, -84, 135
590, 1000589, -40, 15
591, 1000590, -34, 179
592, 1000591, -44, 78
593, 1000592, -38, 152
594, 1000593, -67, 51
595, 1000594, -43, 6
596, 1000595, -80, 184
597, 1000596, -30, 176
598, 1000597, -93, 235
599, 1000598, -52, 95
600, 1000599, -74, 71
601, 1000600, -89, 102
602, 1000601, -32, 23
603, 1000602, -55, 189
604, 1000603, -64, 29
605, 1000604, -87, 120
606, 1000605, -61, 222
607, 1000606, -63, 104
608, 1000607, -57, 163
609, 1000608, -41, 133
610, 1000609, -55, 232
611, 1000610, -44, 222
612, 1000611, -44, 241
613, 1000612, -65, 27
614, 1000613, -56, 194
615, 1000614, -45, 48
616, 1000615, -89, 71
617, 1000616, -79, 8
618, 1000617, -79, 121
619, 1000618, -43, 201
620, 1000619, -75, 241
621, 1000620, -38, 116
622, 1000621, -49, 1
623, 1000622, -70, 83
624, 1000623, -66, 252
625, 1000624, -82, 150
626, 1000625, -47, 54
627, 1000626, -45, 39
628, 1000627, -44, 97
629, 1000628, -51, 165
630, 1000629, -94, 72
631, 1000630, -97, 217
632, 1000631, -60, 140
633, 1000632, -59, 89
634, 1000633, -67, 175
635, 1000634, -93, 24
636, 1000635, -76, 65
637, 1000636, -39, 44
638, 1000637, -52, 122
639, 1000638, -76, 89
640, 1000639, -61, 162
641, 1000640, -50, 157
642, 1000641, -87, 138
643, 1000642, -95, 154
644, 1000643, -39, 244
645, 1000644, -88, 3
646, 1000645, -97, 172
647, 1000646, -84, 170
648, 1000647, -62, 38
649, 1000648, -36, 12
650, 1000649, -66, 254
651, 1000650, -74, 159
652, 1000651, -47, 25
653, 1000652, -75, 232
654, 1000653, -68, 148
655, 1000654, -56, 90
656, 1000655, -54, 75
657, 1000656, -58, 76
658, 1000657, -95, 213
659, 1000658, -86, 152
660, 1000659, -48, 51
661, 1000660, -55, 237
662, 1000661, -58, 37
663, 1000662, -36, 247
664, 1000663, -79, 180
665, 1000664, -56, 169
666, 1000665, -64, 14
667, 1000666, -87, 97
668, 1000667, -60, 243
669, 1000668, -76, 88
670, 1000669, -30, 53
671, 1000670, -71, 214
672, 1000671, -70, 43
673, 1000672, -63, 79
674, 1000673, -63, 231
675, 1000674, -48, 13
676, 1000675, -91, 251
677, 1000676, -92, 16
678, 1000677, -45, 224
679, 1000678, -56, 44
680, 1000679, -45, 192
681, 1000680, -41, 52
682, 1000681, -43, 139
683, 1000682, -52, 103
684, 1000683, -71, 188
685, 1000684, -54, 49
686, 1000685, -73, 175
687, 1000686, -93, 10
688, 1000687, -31, 56
689, 1000688, -57, 128
690, 1000689, -68, 225
691, 1000690, -82, 209
692, 1000691, -46, 79
693, 1000692, -39, 104
694, 1000693, -70, 242
695, 1000694, -81, 44
696, 1000695, -35, 132
697, 1000696, -41, 244
698, 1000697, -31, 193
699, 1000698, -84, 181
700, 1000699, -43, 27
701, 1000700, -77, 172
702, 1000701, -65, 71
703, 1000702, -87, 227
704, 1000703, -55, 164
705, 1000704, -76, 224
706, 1000705, -72, 181
707, 1000706, -64, 117
708, 1000707, -46, 20
709, 1000708, -35, 218
710, 1000709, -59, 51
711, 1000710, -82, 14
712, 1000711, -51, 6
713, 1000712, -68, 102
714, 1000713, -51, 254
715, 1000714, -81, 19
716, 1000715, -75, 34
717, 1000716, -96, 157
718, 1000717, -83, 106
719, 1000718, -59, 101
720, 1000719, -83, 115
721, 1000720, -71, 132
722, 1000721, -76, 98
723, 1000722, -77, 241
724, 1000723, -46, 72
725, 1000724, -82, 229
726, 1000725, -80, 98
727, 1000726, -39, 228
728, 1000727, -56, 233
729, 1000728, -77, 249
730, 1000729, -65, 187
731, 1000730, -99, 68
732, 1000731, -52, 126
733, 1000732, -79, 228
734, 1000733, -53, 81
735, 1000734, -77, 248
736, 1000735, -57, 237
737, 1000736, -51, 193
738, 1000737, -57, 224
739, 1000738, -57, 92
740, 1000739, -97, 14
741, 1000740, -87, 177
742, 1000741, -32, 172
743, 1000742, -57, 73
744, 1000743, -71, 24
745, 1000744, -33, 103
746, 1000745, -45, 249
747, 1000746, -71, 187
748, 1000747, -90, 170
749, 1000748, -73, 58
750, 1000749, -87, 166
751, 1000750, -70, 118
752, 1000751, -37, 133
753, 1000752, -77, 28
754, 1000753, -75, 22
755, 1000754, -55, 34
756, 1000755, -84, 77
757, 1000756, -99, 61
758, 1000757, -32, 140
759, 1000758, -56, 237
760, 1000759, -91, 9
761, 1000760, -49, 21
762, 1000761, -58, 164
763, 1000762, -95, 94
764, 1000763, -36, 252
765, 1000764, -78, 63
766, 1000765, -48, 81
767, 1000766, -61, 14
768, 1000767, -34, 204
769, 1000768, -90, 100
770, 1000769, -66, 240
771, 1000770, -93, 15
772, 1000771, -75, 22
773, 1000772, -38, 175
774, 1000773, -39, 23
775, 1000774, -61, 2
776, 1000775, -86, 127
777, 1000776, -31, 238
778, 1000777, -71, 42
779, 1000778, -75, 64
780, 1000779, -61, 198
781, 1000780, -43, 47
782, 1000781, -64, 43
783, 1000782, -56, 110
784, 1000783, -85, 242
785, 1000784, -79, 169
786, 1000785, -30, 50
787, 1000786, -93, 62
788, 1000787, -97, 198
789, 1000788, -62, 68
790, 1000789, -90, 156
791, 1000790, -66, 107
792, 1000791, -89, 144
793, 1000792, -62, 23
794, 1000793, -51, 29
795, 1000794, -67, 117
796, 1000795, -59, 209
797, 1000796, -93, 181
798, 1000797, -36, 72
799, 1000798, -35, 42
800, 1000799, -44, 229
801, 1000800, -80, 111
802, 1000801, -35, 145
803, 1000802, -92, 132
804, 1000803, -57, 205
805, 1000804, -100, 150
806, 1000805, -79, 101
807, 1000806, -74, 47
808, 1000807, -68, 135
809, 1000808, -46, 166
810, 1000809, -45, 245
811, 1000810, -83, 133
812, 1000811, -66, 170
813, 1000812, -49, 90
814, 1000813, -78, 9
815, 1000814, -53, 54
816, 1000815, -99, 102
817, 1000816, -71, 223
818, 1000817, -55, 49
819, 1000818, -79, 92
820, 1000819, -50, 12
821, 1000820, -34, 123
822, 1000821, -71, 129
823, 1000822, -45, 192
824, 1000823, -71, 210
825, 1000824, -84, 100
826, 1000825, -31, 74
827, 1000826, -87, 187
828, 1000827, -79, 14
829, 1000828, -93, 138
830, 1000829, -61, 151
831, 1000830, -82, 147
832, 1000831, -35, 93
833, 1000832, -42, 112
834, 1000833, -50, 101
835, 1000834, -69, 226
836, 1000835, -85, 45
837, 1000836, -52, 55
838, 1000837, -71, 96
839, 1000838, -99, 77
840, 1000839, -88, 53
841, 1000840, -88, 99
842, 1000841, -51, 196
843, 1000842, -34, 117
844, 1000843, -79, 82
845, 1000844, -66, 184
846, 1000845, -72, 186
847, 1000846, -34, 231
848, 1000847, -87, 151
849, 1000848, -99, 24
850, 1000849, -94, 123
851, 1000850, -94, 113
852, 1000851, -31, 136
853, 1000852, -73, 8
854, 1000853, -31, 206
855, 1000854, -39, 171
856, 1000855, -78, 97
857, 1000856, -45, 232
858, 1000857, -35, 183
859, 1000858, -87, 252
860, 1000859, -59, 167
861, 1000860, -71, 185
862, 1000861, -88, 124
863, 1000862, -85, 69
864, 1000863, -75, 83
865, 1000864, -68, 74
866, 1000865, -60, 118
867, 1000866, -32, 162
868, 1000867, -77, 49
869, 1000868, -38, 16
870, 1000869, -80, 56
871, 1000870, -53, 103
872, 1000871, -48, 244
873, 1000872, -60, 59
874, 1000873, -88, 28
875, 1000874, -94, 89
876, 1000875, -77, 152
877, 1000876, -85, 42
878, 1000877, -51, 109
879, 1000878, -86, 241
880, 1000879, -68, 194
881, 1000880, -68, 58
882, 1000881, -36, 78
883, 1000882, -82, 52
884, 1000883, -31, 97
885, 1000884, -76, 150
886, 1000885, -64, 250
887, 1000886, -54, 53
888, 1000887, -62, 31
889, 1000888, -87, 1
890, 1000889, -35, 148
891, 1000890, -79, 91
892, 1000891, -81, 63
893, 1000892, -49, 82
894, 1000893, -55, 223
895, 1000894, -96, 59
896, 1000895, -30, 100
897, 1000896, -53, 11
898, 1000897, -96, 155
899, 1000898, -98, 28
900, 1000899, -99, 147
901, 1000900, -51, 26
902, 1000901, -63, 161
903, 1000902, -88, 97
904, 1000903, -100, 40
905, 1000904, -78, 44
906, 1000905, -71, 234
907, 1000906, -36, 11
908, 1000907, -70, 245
909, 1000908, -34, 170
910, 1000909, -65, 24
911, 1000910, -96, 111
912, 1000911, -38, 5
913, 1000912, -90, 81
914, 1000913, -52, 195
915, 1000914, -51, 32
916, 1000915, -59, 186
917, 1000916, -81, 50
918, 1000917, -65, 54
919, 1000918, -67, 29
920, 1000919, -87, 247
921, 1000920, -40, 194
922, 1000921, -69, 114
923, 1000922, -50, 207
924, 1000923, -68, 90
925, 1000924, -48, 26
926, 1000925, -42, 18
927, 1000926, -82, 104
928, 1000927, -78, 180
929, 1000928, -44, 96
930, 1000929, -36, 94
931, 1000930, -69, 138
932, 1000931, -34, 219
933, 1000932, -86, 219
934, 1000933, -32, 46
935, 1000934, -88, 240
936, 1000935, -32, 1
937, 1000936, -34, 182
938, 1000937, -30, 147
939, 1000938, -67, 208
940, 1000939, -87, 244
941, 1000940, -38, 140
942, 1000941, -42, 57
943, 1000942, -76, 66
944, 1000943, -48, 226
945, 1000944, -94, 168
946, 1000945, -52, 76
947, 1000946, -67, 158
948, 1000947, -41, 211
949, 1000948, -65, 32
950, 1000949, -32, 50
951, 1000950, -73, 28
952, 1000951, -41, 67
953, 1000952, -35, 86
954, 1000953, -31, 153
955, 1000954, -96, 126
956, 1000955, -34, 175
957, 1000956, -39, 5
958, 1000957, -68, 52
959, 1000958, -35, 102
960, 1000959, -71, 130
961, 1000960, -36, 183
962, 1000961, -61, 162
963, 1000962, -49, 237
964, 1000963, -61, 224
965, 1000964, -78, 79
966, 1000965, -43, 89
967, 1000966, -80, 4
968, 1000967, -71, 46
969, 1000968, -74, 25
970, 1000969, -88, 187
971, 1000970, -88, 49
972, 1000971, -58, 128
973, 1000972, -86, 204
974, 1000973, -38, 176
975, 1000974, -85, 154
976, 1000975, -88, 8
977, 1000976, -78, 120
978, 1000977, -49, 148
979, 1000978, -56, 94
980, 1000979, -90, 196
981, 1000980, -96, 211
982, 1000981, -50, 5
983, 1000982, -59, 176
984, 1000983, -82, 145
985, 1000984, -43, 178
986, 1000985, -33, 212
987, 1000986, -99, 217
988, 1000987, -49, 17
989, 1000988, -36, 58
990, 1000989, -61, 205
991, 1000990, -34, 179
992, 1000991, -45, 205
993, 1000992, -93, 30
994, 1000993, -43, 41
995, 1000994, -77, 108
996, 1000995, -35, 113
997, 1000996, -63, 101
998, 1000997, -61, 37
999, 1000998, -92, 175
1000, 1000999, -54, 19
